ability.1	ability.2	ability.3	ed.motiv.1	ed.motiv.2	ed.motiv.3
1.131642	1.244887	1.193646	-.125006	.603281	.228759
-.72221	-3.153756	-3.598206	1.216269	.52703	.193649
-.357758	-2.050796	-1.210832	-.97183	-2.9199	-1.699862
1.209171	1.096441	-1.053784	.328455	-.285902	-.439322
3.405402	2.877111	3.159142	1.718253	-.123063	1.287178
-.445698	-.983377	1.094486	.703353	1.90233	-1.020407
.492491	-1.478869	-.646963	-1.882544	-.784424	-1.936332
-3.081224	-1.553975	-.68669	-1.69667	.191268	-1.199815
-.815947	-.836281	-1.502773	1.090776	2.30043	1.574503
-1.326238	-.13631	-.016311	-.707445	.483251	-.739297
-.33	-.636862	-.696167	.605746	1.2303	-1.416747
-1.8345	-1.562421	-.336267	.429168	-2.233726	.010375
-.824736	-.6718	-.562705	-.126133	-1.43304	1.321737
